id,operation.id,message
017b061e-4c64-4d98-b8f6-fabee4ab183f,OPERATION-2135,Hydraulic System Warning
017cd18f-044c-4f67-8f35-6f9f2de3febb,OPERATION-5248,Fuel Low
0182cdf0-72c6-489e-bbf2-a2a1a1b23029,OPERATION-4865,Navigation System Fault
018607cb-2aa7-4558-9d92-e7270638b14d,OPERATION-4632,Security Alert
0189b79a-c290-48d5-905a-b7f11aae60cd,OPERATION-5664,Air Traffic Control Delay
018b068e-d2ae-4540-8065-fe1c41189374,OPERATION-1984,Fuel Low
018b7994-f070-4ccc-922b-ebf4fce2d70d,OPERATION-3258,Security Alert
018bfd1e-76cb-4a76-9b37-2e46a9766ce7,OPERATION-1580,Communication Error
018df015-4a3d-41ab-946f-b7de6922be18,OPERATION-1225,Air Traffic Control Delay
0190198f-119c-45da-9b1e-5a60b8bb675d,OPERATION-659,Navigation System Fault
01927bcf-8301-476c-b91c-5ee5ade068a6,OPERATION-3675,Engine Check
0196d65b-d1a5-4733-a796-3eff452058aa,OPERATION-940,Maintenance Required
019736fc-821f-49a7-8bcc-6dce78f16382,OPERATION-5720,Navigation System Fault
019d7e21-d3e7-47ad-8f93-46b8afa9247f,OPERATION-2052,Security Alert
019ed1c5-f3dc-48fc-aae8-08badda317c5,OPERATION-2131,Engine Check
01a1e15b-3740-4431-b656-9228a989ddaf,OPERATION-4570,Fuel Low
01a21bd5-5052-4c71-909a-5c98d00c728f,OPERATION-5434,Engine Check
01a64f39-b7bd-4c6b-bbd7-ba7e3a331115,OPERATION-5056,Landing Gear Issue
01aba539-b293-4300-bed2-661b23ee9292,OPERATION-1823,Communication Error
01b5c00d-2257-4f29-8c6a-45b57115b984,OPERATION-1762,Security Alert
01b5da6f-043e-4a88-93ff-2b13d60598f5,OPERATION-367,Hydraulic System Warning
01c6a34c-fb86-425a-becc-3f5edead0ed5,OPERATION-2143,Fuel Low
01c6f6fa-f5ea-4685-9913-48d12f0f4813,OPERATION-3400,Communication Error
01c726c7-50e7-4f33-90af-827535e808a2,OPERATION-1191,Hydraulic System Warning
01cbfc37-1ba8-4b0d-922d-4b7d1111b822,OPERATION-962,Air Traffic Control Delay
01cd973d-9477-4c34-bbd6-55af3bb5d90b,OPERATION-5484,Navigation System Fault
01ce13de-ebf9-4c3e-88e7-f09e831918ea,OPERATION-2401,Landing Gear Issue
01ce8aee-7d06-4e9b-9416-1549265419c2,OPERATION-903,Engine Check
01d57e90-1b49-4bd3-8050-9e3c4bfe9446,OPERATION-4499,Fuel Low
01dd8a0a-74f9-4803-a295-6505a5a4de28,OPERATION-2718,Security Alert
01e507b1-dc2d-4293-888d-395fe1f1dff0,OPERATION-3372,Weather Alert
01e7a1aa-a12c-4b35-8e20-5a4adc537227,OPERATION-398,Landing Gear Issue
01e8bb47-0b0f-483d-a2dd-a9ae9fa7df5f,OPERATION-185,Fuel Low
01ec9e26-40fb-410c-815a-66b4086ee42e,OPERATION-151,Security Alert
01f07718-6fd1-4f05-9668-d81ab08c034c,OPERATION-384,Security Alert
01f9ff94-589a-4a6d-87c3-876502b590dc,OPERATION-11,Security Alert
01fead64-62fe-47e2-99e6-82302149e74d,OPERATION-5477,Maintenance Required
01ff0338-743a-4c8e-b9b4-9fa762942c7e,OPERATION-5503,Fuel Low
02029f86-a3b9-4d7d-8bee-8754c1b5a55e,OPERATION-431,Weather Alert
0206ea96-a4f2-4190-ac92-d7c06ee40d5c,OPERATION-2699,Engine Check
020b9700-ffeb-44d2-9853-fd9164b63932,OPERATION-1506,Landing Gear Issue
0211a6c9-b7b6-4734-9159-e4065520fead,OPERATION-5659,Weather Alert
0214896b-7e34-4f75-b11e-81de5625ba0e,OPERATION-2473,Communication Error
02156680-e64e-4500-b353-0915fa7a80c5,OPERATION-1849,Weather Alert
021963c3-b5ce-4040-98b8-c6b8aad2f2ef,OPERATION-5048,Hydraulic System Warning
021cad16-9f35-487e-9885-028938ac8f4c,OPERATION-166,Landing Gear Issue
021cc7a9-2131-47db-94af-715d0bf2cfb4,OPERATION-1180,Communication Error
021f9541-953c-47ca-8fb0-8e534490ec8f,OPERATION-4396,Security Alert
0221eaa7-c8a5-46de-88f5-9f6bff1c531e,OPERATION-2619,Maintenance Required
0225590c-08f1-4cef-91c3-5b603946f45a,OPERATION-5639,Security Alert
02287554-81ba-4e24-9dcd-fd7139c9b6c7,OPERATION-4615,Weather Alert
022a8d8c-fd81-477b-a798-89560de8f271,OPERATION-4560,Engine Check
0232486b-2615-4a61-ab6a-cd4f8faa7bef,OPERATION-144,Navigation System Fault
0233c5e8-9e19-49f7-bd92-925d5cd8a130,OPERATION-250,Maintenance Required
0243e8cf-e0d3-44ca-83be-97557567c6dd,OPERATION-3406,Landing Gear Issue
024bbbbe-326f-40b7-b7b7-92a215a1061a,OPERATION-1801,Engine Check
025539e9-9c2f-4b88-970b-271588951448,OPERATION-292,Communication Error
0257191c-d309-46f2-afee-7150bc55a36f,OPERATION-1679,Engine Check
0258aff7-8663-4185-8880-4c9e849304e8,OPERATION-2089,Landing Gear Issue
0261b162-3547-45eb-af7e-13fde851f8cb,OPERATION-3480,Hydraulic System Warning
026ac2d3-72db-4c5e-87a1-b885dbbc0849,OPERATION-1611,Maintenance Required
026f789b-867a-406c-9d0f-6470fca6ff74,OPERATION-5051,Engine Check
026fae2d-d217-4731-b648-9a63d04b1d9d,OPERATION-3360,Fuel Low
02765246-e076-42ac-9ae5-f07c9947960a,OPERATION-1770,Communication Error
02766c32-2193-4976-8e79-6094e000c5d1,OPERATION-3124,Weather Alert
0276d033-5fb7-493e-b940-10ff4b3440cc,OPERATION-3536,Fuel Low
027dd3be-f111-4718-9f17-735d5ba6ed6a,OPERATION-534,Engine Check
02827bf8-2139-41e5-b2bd-8ddfaa30bb38,OPERATION-3525,Fuel Low
028487bc-0925-4076-890d-f61764a017b7,OPERATION-5127,Engine Check
0286d10e-01a8-4c6d-8342-7bbb5371acb4,OPERATION-5222,Navigation System Fault
02904012-9416-4c76-8196-b1e725eb969c,OPERATION-592,Air Traffic Control Delay
0293a217-146e-459b-a580-02df7ec03435,OPERATION-2993,Landing Gear Issue
0294a5b8-06ef-463e-a4f0-dc1f22d4cfd3,OPERATION-3060,Security Alert
0295dec4-0f47-43a6-9bd0-de0d95a65065,OPERATION-5116,Navigation System Fault
02967e3b-65b2-44c8-8f89-918a40f739e4,OPERATION-2303,Fuel Low
029c80d7-95e7-4998-9e01-2e05d6d0c19a,OPERATION-4702,Weather Alert
029fbdb2-1b14-420c-a19f-a3a85736ba30,OPERATION-1496,Hydraulic System Warning
02a1eb58-62e0-4706-b67a-a9cd60cca983,OPERATION-742,Maintenance Required
02a2635e-6310-441f-9987-e20b11d447f6,OPERATION-1773,Security Alert
02a42583-12f9-4445-9345-7604c1e60a7d,OPERATION-5675,Security Alert
02b19be7-eb53-46ed-be2e-e71f42938b93,OPERATION-2660,Communication Error
02bbe5dc-6efb-44aa-a36e-286300546a85,OPERATION-2338,Hydraulic System Warning
02bf20d1-a4df-4b51-9582-bb47356e1423,OPERATION-5356,Fuel Low
02c6c2a7-08c1-4df8-ae88-24970da1be1c,OPERATION-575,Security Alert
02d01299-8c92-4b96-9f17-ca2cd1955c4b,OPERATION-4777,Engine Check
02d03ab1-254b-4180-acc0-199e99ce1ec4,OPERATION-1997,Navigation System Fault
02dceec8-fdfc-47b5-ba86-4363bcc32ec5,OPERATION-4089,Fuel Low
02e4a6f8-c741-4802-9288-d0accfa86508,OPERATION-2238,Maintenance Required
02ed6cf9-7beb-430a-8a94-c8b1190c3d0f,OPERATION-2605,Navigation System Fault
02eff7dc-cc1e-4abd-8721-3c49ac4e59c3,OPERATION-5259,Navigation System Fault
02f62a79-46f4-4424-86cd-d956c1f7643b,OPERATION-333,Hydraulic System Warning
02f72799-26d7-42e6-9170-cf6e76a6ce64,OPERATION-1379,Landing Gear Issue
02fa01bc-25c2-4839-be36-01b2876b204f,OPERATION-5437,Fuel Low
03065d40-6d7b-4d19-864b-accf403543f0,OPERATION-3821,Engine Check
0307f9c1-07b6-4720-9310-4761289b19a5,OPERATION-566,Navigation System Fault
030c04c7-bd95-4934-a162-feb07eb2a044,OPERATION-1479,Communication Error
030c25c5-27f8-44d1-916a-696f58412461,OPERATION-3124,Security Alert
03129a16-f0d4-4fcc-acc3-cb72e0179cce,OPERATION-3998,Air Traffic Control Delay
0314d5b7-df5c-43d0-a430-cc02920f9600,OPERATION-4559,Security Alert
03150727-edae-4e84-8b15-74cb28298e06,OPERATION-2727,Engine Check
031523e5-5413-4008-a694-6c5ca5171a46,OPERATION-3118,Communication Error
0316307a-6310-47a4-8e44-e5ef4662c0f0,OPERATION-3951,Fuel Low
031a94ae-b2ed-4625-85bd-7a636806b375,OPERATION-2352,Weather Alert
031b07cc-c97d-4fe2-9f37-e324b0805692,OPERATION-518,Navigation System Fault
031f5f27-c397-430c-8314-e59db5bff4e8,OPERATION-1358,Maintenance Required
03223e18-870f-4169-b71d-d68f02c9589c,OPERATION-1866,Navigation System Fault
0325038b-9d4a-4838-8d5f-b9bd9ddd6d7c,OPERATION-22,Fuel Low
0326d2df-a8c8-4e21-8559-2f6b2f55c7df,OPERATION-2480,Hydraulic System Warning
033c0e1d-2b20-44a3-b0ac-c0a2c7f217d5,OPERATION-514,Engine Check
033c1b4e-e4a1-4233-b53c-10abb5d5f8ba,OPERATION-213,Air Traffic Control Delay
034cf786-24ab-44e6-84e8-ffdcca1c4f5e,OPERATION-301,Security Alert
034e163b-dda8-469f-b599-74a762a1a38a,OPERATION-2744,Security Alert
034e7b12-58b7-4318-acb6-640e2efca88a,OPERATION-1322,Navigation System Fault
03540806-1577-4ce0-94a4-f7eefb633856,OPERATION-4718,Engine Check
035481f0-854f-4311-a4b7-c2bf5ff61d04,OPERATION-1211,Navigation System Fault
0356a207-abcf-44cc-8654-6c786e7ab98e,OPERATION-5215,Navigation System Fault
0358498d-8743-4a4c-87c9-cc25b45842f3,OPERATION-4398,Hydraulic System Warning
0358dbf8-1f8d-4a99-a946-fb4de526f650,OPERATION-3003,Communication Error
0363b7c8-0934-47b5-be4e-4c2bedf865b8,OPERATION-2829,Communication Error
03644c83-1522-4160-9d49-533e9dc72900,OPERATION-1225,Maintenance Required
03655d5a-8bd3-464e-823c-e072adb17b1a,OPERATION-3685,Landing Gear Issue
037f09f5-791d-4a63-b035-ce58092aa08c,OPERATION-661,Communication Error
0389ad66-6a43-4215-8e04-ca3aae5e9e4f,OPERATION-2745,Landing Gear Issue
038ac046-409c-46a7-92cf-29c6a07a9e78,OPERATION-3744,Weather Alert
03936aec-ec16-4637-bcc4-56a6b4a54dac,OPERATION-5771,Maintenance Required
0395b77a-2c65-4ede-a0a5-f4ca32fc2c80,OPERATION-4898,Navigation System Fault
03995c06-a28d-4d6f-b4ad-922dfcd55ac6,OPERATION-5369,Landing Gear Issue
039f6602-da7b-401c-8218-b3977fa5c036,OPERATION-5599,Navigation System Fault
039ffe4d-2f12-4b87-9847-348f756b159f,OPERATION-938,Fuel Low
03a49f64-4d4f-4c15-86a1-96e7bbb465d4,OPERATION-3825,Air Traffic Control Delay
03a5339b-51eb-4b1a-95ca-98d208e4ca9b,OPERATION-4844,Fuel Low
03abcad4-dc99-45b0-ac9e-db861305a3ab,OPERATION-2623,Engine Check
03ac2c83-9bf2-4c45-ab92-bd5b68736d17,OPERATION-5676,Hydraulic System Warning
03ac8ad9-4a37-4d5e-90b6-b6710db4a735,OPERATION-1383,Weather Alert
03b52cc6-7ade-47c5-a32e-604e425fb0eb,OPERATION-4993,Weather Alert
03b78a07-16d1-40c9-a6e8-08fd19ae0986,OPERATION-5498,Engine Check
03bf1663-da23-4464-a4be-7d5b1eab3e05,OPERATION-3333,Weather Alert
03bfb0af-e803-406c-9e77-5ae97069b982,OPERATION-1567,Air Traffic Control Delay
03c0310a-2ea8-4d6e-8331-05e522d8a818,OPERATION-1487,Maintenance Required
03c06e18-5b6c-480c-8cab-f578bf6e90db,OPERATION-4855,Fuel Low
03c2140f-bd22-47be-886f-b02d6d27f57a,OPERATION-1898,Maintenance Required
03c57c94-563b-4c3c-a756-41d01bbce683,OPERATION-4090,Landing Gear Issue
03c642f8-6639-40e4-9c68-e0a9df2e1a52,OPERATION-1513,Navigation System Fault
03c87a7a-24d5-4d37-92e4-2239692a59e3,OPERATION-3118,Weather Alert
03cb1298-cb8f-4037-b43d-b29a35fe3175,OPERATION-5645,Weather Alert
03cf0d87-0605-4585-b5f3-f8060d95c258,OPERATION-1292,Landing Gear Issue
03cfff11-606a-4841-9ea2-2333e1c93d21,OPERATION-5317,Maintenance Required
03d0f126-f973-4f04-9a60-3a98bcb075c5,OPERATION-1203,Navigation System Fault
03d13b59-9ec8-4493-9b54-1e40fa4ea898,OPERATION-4544,Engine Check
03d671ca-6bc5-417c-895f-e6db385e9e93,OPERATION-5458,Maintenance Required
03e13635-9943-4b59-91e0-618f3c2761fd,OPERATION-4445,Communication Error
03e72021-772d-489c-8f54-6df390fdf3da,OPERATION-5717,Navigation System Fault
03ede14e-97ce-4c5c-a042-7c8bc5dd7090,OPERATION-2493,Air Traffic Control Delay
03faf3bd-cf5a-45a4-ad03-2c8d392cdbd0,OPERATION-5015,Air Traffic Control Delay
03fbe462-5c6c-4a98-a46d-d1631e7a24b0,OPERATION-4077,Landing Gear Issue
03fec839-bb86-4118-9e6e-387f314e5ca6,OPERATION-5578,Fuel Low
0402146e-71cd-488c-abf6-15c027f2033e,OPERATION-1374,Security Alert
04065be0-ad41-4ddb-bc36-cea35d6e68e3,OPERATION-3209,Maintenance Required
0409b9d2-5a77-4ade-83ed-3197adbe09f3,OPERATION-2179,Maintenance Required
040d16a8-9c47-4ffc-b346-382ada12340f,OPERATION-459,Engine Check
041145cc-7356-4957-b7a7-aa366672d42f,OPERATION-243,Engine Check
04147a37-2756-41f4-914b-97e8a9d6088a,OPERATION-1986,Navigation System Fault
0414ea15-c74e-43e0-a488-af92d2a921a6,OPERATION-2390,Engine Check
041e7d6b-5efa-4a0b-bd82-32fd45cda00f,OPERATION-3953,Weather Alert
04259365-d134-4459-9ae2-84c73c812c42,OPERATION-1380,Fuel Low
0427a6eb-1ec5-436e-8988-51bfe07ed922,OPERATION-3661,Navigation System Fault
04295604-9c20-4065-afba-d55c269a2a10,OPERATION-5399,Maintenance Required
043574c1-8cb5-4c7b-9746-201f036ab891,OPERATION-1024,Hydraulic System Warning
043e531f-11cc-4aa2-aa2f-5dd6fbe84935,OPERATION-1525,Weather Alert
04420d73-e0a9-4340-a6ab-cc4b648079d7,OPERATION-4649,Fuel Low
0445fe67-d4bc-486a-b980-c0c6095afbad,OPERATION-4713,Hydraulic System Warning
0447985e-819f-4b80-9489-2c3a4d5d21fa,OPERATION-3720,Fuel Low
044a8453-c31b-4ce2-a8fd-84b73a949bb8,OPERATION-5602,Navigation System Fault
044cc7d7-1e6e-4a36-9b1c-af7310c28f39,OPERATION-2159,Air Traffic Control Delay
044fd9f7-19cc-4b8b-849c-b544de3b841f,OPERATION-2680,Air Traffic Control Delay
0455a52b-078f-42a3-a6c9-321137bb82c7,OPERATION-3720,Engine Check
045bb743-377e-46d1-8fed-f2ae1dd69aa9,OPERATION-4939,Landing Gear Issue
0467c32f-b85b-4251-b5d1-3681bffe0e0f,OPERATION-3586,Weather Alert
047abe4f-bd64-49ad-94a1-9cd306ce5904,OPERATION-4789,Landing Gear Issue
047d1300-d2d5-413b-8fb1-f73669c4ac57,OPERATION-2112,Engine Check
04826761-e18e-4f38-ac93-56e71ea50a47,OPERATION-2865,Maintenance Required
0482ad71-9205-4cd0-8f2b-230a6e628bd4,OPERATION-2099,Landing Gear Issue
0482bfbe-2a88-4bc1-84aa-543fbd6434ab,OPERATION-387,Weather Alert
048f9eb3-df33-49a8-9ccb-763ff20064a5,OPERATION-3338,Air Traffic Control Delay
0496053d-e213-4a48-a533-b0e5e298cccd,OPERATION-5202,Communication Error
049a878a-f2df-4f89-a33a-0775109135cb,OPERATION-4276,Engine Check
04a252b1-c4d1-44e9-b9e4-cea8a90c48cd,OPERATION-3025,Security Alert
04a87fb1-7a5c-4e81-a254-c3aa8ddce46c,OPERATION-5458,Fuel Low
04aec00c-25f1-46b4-b9f6-469e06a808df,OPERATION-1859,Hydraulic System Warning
04b57e3d-d8ad-4c9d-b290-264f90257308,OPERATION-2589,Air Traffic Control Delay
04b672e5-ca38-4148-98bf-a945ad9ec9de,OPERATION-1653,Fuel Low
04bc82c1-5b45-44d2-9a91-2a384d75e5db,OPERATION-2957,Maintenance Required
04be039c-d7c2-4db1-be76-03ec5c593fba,OPERATION-3035,Maintenance Required
04c6aa12-0810-4c22-96ba-2b1ce47c2e23,OPERATION-896,Landing Gear Issue
04c6f895-0887-4c66-8c41-aac6966d0554,OPERATION-4266,Landing Gear Issue
04c9da96-3d7d-4cd4-8488-b11bf642e8b1,OPERATION-112,Engine Check
04ce595a-0350-40bb-a63d-cb3ec487f498,OPERATION-5504,Weather Alert
04d36014-61f1-4161-8cc7-fbb8a9e470c5,OPERATION-4292,Air Traffic Control Delay
04d61901-0bed-4d38-8d2e-9770172405fe,OPERATION-2900,Weather Alert
04d9d2d4-8841-4afe-8c68-3c538b2fcbde,OPERATION-2893,Landing Gear Issue
04dcce42-0774-4a0d-9f68-dd7ff24bd785,OPERATION-3824,Communication Error
04e2dcc3-e01f-483e-93af-df6133a248b2,OPERATION-4127,Maintenance Required
04e86631-acc9-4119-9f95-30bf902a391d,OPERATION-1856,Hydraulic System Warning
04e95727-44aa-47d6-ad48-8eb3907c6329,OPERATION-4405,Maintenance Required
04f2b2bd-f3b1-49ef-b4d8-d153930151bc,OPERATION-17,Fuel Low
04f824a0-ed53-4c52-a230-5473d7d92dbc,OPERATION-3201,Security Alert
04fc9573-0629-4e45-bf66-4fe801ec2e84,OPERATION-232,Fuel Low
04fe5ca5-19eb-4321-ac51-e9a4a94042d6,OPERATION-4780,Landing Gear Issue
0506649a-a5e7-4f3b-8ad4-e2a02d71aa46,OPERATION-5084,Landing Gear Issue
050beaa6-76ae-4359-bb7e-00b19e0fac15,OPERATION-2559,Maintenance Required
050e5a59-0eb9-4459-b412-2f35e955a05e,OPERATION-5586,Air Traffic Control Delay
051536f6-20fd-4855-aff5-2f52417b18df,OPERATION-36,Landing Gear Issue
051c209c-d7bd-4712-909c-855eb63e3d6e,OPERATION-1840,Fuel Low
051c7995-2b68-41bd-bc73-eafed240cd22,OPERATION-3204,Navigation System Fault
051e460c-584a-4f9c-8f96-75b93ae84eb3,OPERATION-1315,Landing Gear Issue
051ee750-db4c-4644-957b-843f21d3a67c,OPERATION-4104,Security Alert
0521a88d-d9ce-4870-a900-d021ad438ab6,OPERATION-1888,Navigation System Fault
0526bbc2-e5b6-4e30-a104-7a096a2a3349,OPERATION-4741,Security Alert
0528bef9-8400-421a-a1eb-35699c85d34d,OPERATION-4396,Maintenance Required
052ee9be-0633-4903-b2c6-ad5939120871,OPERATION-4276,Fuel Low
0531257d-10f0-4873-be78-9867f338e8b4,OPERATION-1029,Landing Gear Issue
05317e53-5aa2-474c-9d9b-87f9fe5c2e97,OPERATION-5502,Communication Error
0532f859-cc57-4b30-aa10-187c2d1e442d,OPERATION-3073,Communication Error
053774bb-aab1-4b65-ae7d-0c575ea93d23,OPERATION-5162,Security Alert
05456304-6dfe-47d6-be6f-240e8838c01a,OPERATION-4640,Maintenance Required
0549d359-38d6-4525-820a-3150c25cbf20,OPERATION-281,Communication Error
054a0ceb-edea-49c2-812c-749ba3cce936,OPERATION-728,Communication Error
054ea558-a234-4a5b-8635-d0e0526fce61,OPERATION-2417,Fuel Low
05531fb5-9619-457e-8295-f3960a0c90ed,OPERATION-4423,Maintenance Required
055b7cd4-74e6-414a-acf4-ecb971013433,OPERATION-5587,Communication Error
055b9c52-0c57-40b0-bd12-412c585a0534,OPERATION-101,Engine Check
0561a51b-d2fd-49da-aa97-46d76778afd5,OPERATION-4371,Engine Check
0561e5f4-3ca0-40cd-97da-d23a140f8b7f,OPERATION-5427,Engine Check
056458d2-7dfd-4093-8654-65db69192c87,OPERATION-136,Landing Gear Issue
05649a0d-ba8b-4e56-8818-2876086ef032,OPERATION-898,Weather Alert
0568c30e-945b-4a71-aed6-51caa7e5f0ae,OPERATION-5258,Air Traffic Control Delay
056991a3-f635-4f0c-99d1-542f1866103a,OPERATION-4587,Air Traffic Control Delay
056c89a6-662f-456e-92be-1920ad421cce,OPERATION-3335,Maintenance Required
056d51d7-2620-4a38-bc3e-dddad92560b9,OPERATION-729,Fuel Low
