id,name,unit,sensor
AIRCRAFT-SENSOR-AIRCRAFT-104-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-104
AIRCRAFT-SENSOR-AIRCRAFT-104-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-104
AIRCRAFT-SENSOR-AIRCRAFT-104-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-104
AIRCRAFT-SENSOR-AIRCRAFT-104-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-104
AIRCRAFT-SENSOR-AIRCRAFT-105-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-105
AIRCRAFT-SENSOR-AIRCRAFT-105-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-105
AIRCRAFT-SENSOR-AIRCRAFT-105-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-105
AIRCRAFT-SENSOR-AIRCRAFT-105-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-105
AIRCRAFT-SENSOR-AIRCRAFT-106-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-106
AIRCRAFT-SENSOR-AIRCRAFT-106-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-106
AIRCRAFT-SENSOR-AIRCRAFT-106-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-106
AIRCRAFT-SENSOR-AIRCRAFT-106-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-106
AIRCRAFT-SENSOR-AIRCRAFT-107-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-107
AIRCRAFT-SENSOR-AIRCRAFT-107-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-107
AIRCRAFT-SENSOR-AIRCRAFT-107-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-107
AIRCRAFT-SENSOR-AIRCRAFT-107-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-107
AIRCRAFT-SENSOR-AIRCRAFT-108-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-108
AIRCRAFT-SENSOR-AIRCRAFT-108-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-108
AIRCRAFT-SENSOR-AIRCRAFT-108-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-108
AIRCRAFT-SENSOR-AIRCRAFT-108-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-108
AIRCRAFT-SENSOR-AIRCRAFT-109-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-109
AIRCRAFT-SENSOR-AIRCRAFT-109-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-109
AIRCRAFT-SENSOR-AIRCRAFT-109-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-109
AIRCRAFT-SENSOR-AIRCRAFT-109-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-109
AIRCRAFT-SENSOR-AIRCRAFT-11-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-11
AIRCRAFT-SENSOR-AIRCRAFT-11-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-11
AIRCRAFT-SENSOR-AIRCRAFT-11-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-11
AIRCRAFT-SENSOR-AIRCRAFT-11-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-11
AIRCRAFT-SENSOR-AIRCRAFT-110-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-110
AIRCRAFT-SENSOR-AIRCRAFT-110-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-110
AIRCRAFT-SENSOR-AIRCRAFT-110-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-110
AIRCRAFT-SENSOR-AIRCRAFT-110-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-110
AIRCRAFT-SENSOR-AIRCRAFT-111-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-111
AIRCRAFT-SENSOR-AIRCRAFT-111-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-111
AIRCRAFT-SENSOR-AIRCRAFT-111-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-111
AIRCRAFT-SENSOR-AIRCRAFT-111-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-111
AIRCRAFT-SENSOR-AIRCRAFT-112-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-112
AIRCRAFT-SENSOR-AIRCRAFT-112-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-112
AIRCRAFT-SENSOR-AIRCRAFT-112-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-112
AIRCRAFT-SENSOR-AIRCRAFT-112-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-112
AIRCRAFT-SENSOR-AIRCRAFT-113-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-113
AIRCRAFT-SENSOR-AIRCRAFT-113-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-113
AIRCRAFT-SENSOR-AIRCRAFT-113-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-113
AIRCRAFT-SENSOR-AIRCRAFT-113-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-113
AIRCRAFT-SENSOR-AIRCRAFT-114-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-114
AIRCRAFT-SENSOR-AIRCRAFT-114-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-114
AIRCRAFT-SENSOR-AIRCRAFT-114-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-114
AIRCRAFT-SENSOR-AIRCRAFT-114-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-114
AIRCRAFT-SENSOR-AIRCRAFT-115-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-115
AIRCRAFT-SENSOR-AIRCRAFT-115-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-115
AIRCRAFT-SENSOR-AIRCRAFT-115-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-115
AIRCRAFT-SENSOR-AIRCRAFT-115-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-115
AIRCRAFT-SENSOR-AIRCRAFT-116-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-116
AIRCRAFT-SENSOR-AIRCRAFT-116-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-116
AIRCRAFT-SENSOR-AIRCRAFT-116-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-116
AIRCRAFT-SENSOR-AIRCRAFT-116-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-116
AIRCRAFT-SENSOR-AIRCRAFT-117-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-117
AIRCRAFT-SENSOR-AIRCRAFT-117-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-117
AIRCRAFT-SENSOR-AIRCRAFT-117-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-117
AIRCRAFT-SENSOR-AIRCRAFT-117-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-117
AIRCRAFT-SENSOR-AIRCRAFT-118-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-118
AIRCRAFT-SENSOR-AIRCRAFT-118-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-118
AIRCRAFT-SENSOR-AIRCRAFT-118-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-118
AIRCRAFT-SENSOR-AIRCRAFT-118-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-118
AIRCRAFT-SENSOR-AIRCRAFT-119-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-119
AIRCRAFT-SENSOR-AIRCRAFT-119-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-119
AIRCRAFT-SENSOR-AIRCRAFT-119-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-119
AIRCRAFT-SENSOR-AIRCRAFT-119-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-119
AIRCRAFT-SENSOR-AIRCRAFT-12-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-12
AIRCRAFT-SENSOR-AIRCRAFT-12-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-12
AIRCRAFT-SENSOR-AIRCRAFT-12-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-12
AIRCRAFT-SENSOR-AIRCRAFT-12-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-12
AIRCRAFT-SENSOR-AIRCRAFT-120-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-120
AIRCRAFT-SENSOR-AIRCRAFT-120-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-120
AIRCRAFT-SENSOR-AIRCRAFT-120-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-120
AIRCRAFT-SENSOR-AIRCRAFT-120-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-120
AIRCRAFT-SENSOR-AIRCRAFT-121-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-121
AIRCRAFT-SENSOR-AIRCRAFT-121-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-121
AIRCRAFT-SENSOR-AIRCRAFT-121-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-121
AIRCRAFT-SENSOR-AIRCRAFT-121-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-121
AIRCRAFT-SENSOR-AIRCRAFT-122-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-122
AIRCRAFT-SENSOR-AIRCRAFT-122-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-122
AIRCRAFT-SENSOR-AIRCRAFT-122-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-122
AIRCRAFT-SENSOR-AIRCRAFT-122-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-122
AIRCRAFT-SENSOR-AIRCRAFT-123-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-123
AIRCRAFT-SENSOR-AIRCRAFT-123-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-123
AIRCRAFT-SENSOR-AIRCRAFT-123-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-123
AIRCRAFT-SENSOR-AIRCRAFT-123-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-123
AIRCRAFT-SENSOR-AIRCRAFT-124-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-124
AIRCRAFT-SENSOR-AIRCRAFT-124-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-124
AIRCRAFT-SENSOR-AIRCRAFT-124-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-124
AIRCRAFT-SENSOR-AIRCRAFT-124-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-124
AIRCRAFT-SENSOR-AIRCRAFT-125-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-125
AIRCRAFT-SENSOR-AIRCRAFT-125-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-125
AIRCRAFT-SENSOR-AIRCRAFT-125-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-125
AIRCRAFT-SENSOR-AIRCRAFT-125-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-125
AIRCRAFT-SENSOR-AIRCRAFT-126-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-126
AIRCRAFT-SENSOR-AIRCRAFT-126-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-126
AIRCRAFT-SENSOR-AIRCRAFT-126-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-126
AIRCRAFT-SENSOR-AIRCRAFT-126-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-126
AIRCRAFT-SENSOR-AIRCRAFT-127-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-127
AIRCRAFT-SENSOR-AIRCRAFT-127-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-127
AIRCRAFT-SENSOR-AIRCRAFT-127-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-127
AIRCRAFT-SENSOR-AIRCRAFT-127-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-127
AIRCRAFT-SENSOR-AIRCRAFT-128-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-128
AIRCRAFT-SENSOR-AIRCRAFT-128-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-128
AIRCRAFT-SENSOR-AIRCRAFT-128-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-128
AIRCRAFT-SENSOR-AIRCRAFT-128-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-128
AIRCRAFT-SENSOR-AIRCRAFT-129-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-129
AIRCRAFT-SENSOR-AIRCRAFT-129-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-129
AIRCRAFT-SENSOR-AIRCRAFT-129-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-129
AIRCRAFT-SENSOR-AIRCRAFT-129-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-129
AIRCRAFT-SENSOR-AIRCRAFT-13-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-13
AIRCRAFT-SENSOR-AIRCRAFT-13-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-13
AIRCRAFT-SENSOR-AIRCRAFT-13-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-13
AIRCRAFT-SENSOR-AIRCRAFT-13-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-13
AIRCRAFT-SENSOR-AIRCRAFT-130-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-130
AIRCRAFT-SENSOR-AIRCRAFT-130-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-130
AIRCRAFT-SENSOR-AIRCRAFT-130-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-130
AIRCRAFT-SENSOR-AIRCRAFT-130-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-130
AIRCRAFT-SENSOR-AIRCRAFT-131-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-131
AIRCRAFT-SENSOR-AIRCRAFT-131-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-131
AIRCRAFT-SENSOR-AIRCRAFT-131-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-131
AIRCRAFT-SENSOR-AIRCRAFT-131-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-131
AIRCRAFT-SENSOR-AIRCRAFT-132-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-132
AIRCRAFT-SENSOR-AIRCRAFT-132-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-132
AIRCRAFT-SENSOR-AIRCRAFT-132-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-132
AIRCRAFT-SENSOR-AIRCRAFT-132-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-132
AIRCRAFT-SENSOR-AIRCRAFT-133-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-133
AIRCRAFT-SENSOR-AIRCRAFT-133-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-133
AIRCRAFT-SENSOR-AIRCRAFT-133-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-133
AIRCRAFT-SENSOR-AIRCRAFT-133-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-133
AIRCRAFT-SENSOR-AIRCRAFT-134-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-134
AIRCRAFT-SENSOR-AIRCRAFT-134-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-134
AIRCRAFT-SENSOR-AIRCRAFT-134-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-134
AIRCRAFT-SENSOR-AIRCRAFT-134-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-134
AIRCRAFT-SENSOR-AIRCRAFT-135-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-135
AIRCRAFT-SENSOR-AIRCRAFT-135-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-135
AIRCRAFT-SENSOR-AIRCRAFT-135-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-135
AIRCRAFT-SENSOR-AIRCRAFT-135-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-135
AIRCRAFT-SENSOR-AIRCRAFT-136-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-136
AIRCRAFT-SENSOR-AIRCRAFT-136-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-136
AIRCRAFT-SENSOR-AIRCRAFT-136-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-136
AIRCRAFT-SENSOR-AIRCRAFT-136-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-136
AIRCRAFT-SENSOR-AIRCRAFT-137-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-137
AIRCRAFT-SENSOR-AIRCRAFT-137-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-137
AIRCRAFT-SENSOR-AIRCRAFT-137-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-137
AIRCRAFT-SENSOR-AIRCRAFT-137-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-137
AIRCRAFT-SENSOR-AIRCRAFT-138-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-138
AIRCRAFT-SENSOR-AIRCRAFT-138-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-138
AIRCRAFT-SENSOR-AIRCRAFT-138-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-138
AIRCRAFT-SENSOR-AIRCRAFT-138-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-138
AIRCRAFT-SENSOR-AIRCRAFT-139-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-139
AIRCRAFT-SENSOR-AIRCRAFT-139-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-139
AIRCRAFT-SENSOR-AIRCRAFT-139-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-139
AIRCRAFT-SENSOR-AIRCRAFT-139-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-139
AIRCRAFT-SENSOR-AIRCRAFT-14-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-14
AIRCRAFT-SENSOR-AIRCRAFT-14-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-14
AIRCRAFT-SENSOR-AIRCRAFT-14-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-14
AIRCRAFT-SENSOR-AIRCRAFT-14-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-14
AIRCRAFT-SENSOR-AIRCRAFT-140-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-140
AIRCRAFT-SENSOR-AIRCRAFT-140-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-140
AIRCRAFT-SENSOR-AIRCRAFT-140-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-140
AIRCRAFT-SENSOR-AIRCRAFT-140-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-140
AIRCRAFT-SENSOR-AIRCRAFT-141-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-141
AIRCRAFT-SENSOR-AIRCRAFT-141-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-141
AIRCRAFT-SENSOR-AIRCRAFT-141-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-141
AIRCRAFT-SENSOR-AIRCRAFT-141-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-141
