id,name,unit,sensor
AIRCRAFT-SENSOR-AIRCRAFT-217-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-217
AIRCRAFT-SENSOR-AIRCRAFT-217-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-217
AIRCRAFT-SENSOR-AIRCRAFT-218-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-218
AIRCRAFT-SENSOR-AIRCRAFT-218-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-218
AIRCRAFT-SENSOR-AIRCRAFT-218-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-218
AIRCRAFT-SENSOR-AIRCRAFT-218-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-218
AIRCRAFT-SENSOR-AIRCRAFT-219-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-219
AIRCRAFT-SENSOR-AIRCRAFT-219-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-219
AIRCRAFT-SENSOR-AIRCRAFT-219-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-219
AIRCRAFT-SENSOR-AIRCRAFT-219-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-219
AIRCRAFT-SENSOR-AIRCRAFT-22-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-22
AIRCRAFT-SENSOR-AIRCRAFT-22-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-22
AIRCRAFT-SENSOR-AIRCRAFT-22-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-22
AIRCRAFT-SENSOR-AIRCRAFT-22-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-22
AIRCRAFT-SENSOR-AIRCRAFT-220-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-220
AIRCRAFT-SENSOR-AIRCRAFT-220-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-220
AIRCRAFT-SENSOR-AIRCRAFT-220-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-220
AIRCRAFT-SENSOR-AIRCRAFT-220-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-220
AIRCRAFT-SENSOR-AIRCRAFT-221-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-221
AIRCRAFT-SENSOR-AIRCRAFT-221-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-221
AIRCRAFT-SENSOR-AIRCRAFT-221-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-221
AIRCRAFT-SENSOR-AIRCRAFT-221-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-221
AIRCRAFT-SENSOR-AIRCRAFT-222-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-222
AIRCRAFT-SENSOR-AIRCRAFT-222-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-222
AIRCRAFT-SENSOR-AIRCRAFT-222-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-222
AIRCRAFT-SENSOR-AIRCRAFT-222-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-222
AIRCRAFT-SENSOR-AIRCRAFT-223-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-223
AIRCRAFT-SENSOR-AIRCRAFT-223-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-223
AIRCRAFT-SENSOR-AIRCRAFT-223-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-223
AIRCRAFT-SENSOR-AIRCRAFT-223-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-223
AIRCRAFT-SENSOR-AIRCRAFT-224-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-224
AIRCRAFT-SENSOR-AIRCRAFT-224-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-224
AIRCRAFT-SENSOR-AIRCRAFT-224-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-224
AIRCRAFT-SENSOR-AIRCRAFT-224-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-224
AIRCRAFT-SENSOR-AIRCRAFT-225-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-225
AIRCRAFT-SENSOR-AIRCRAFT-225-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-225
AIRCRAFT-SENSOR-AIRCRAFT-225-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-225
AIRCRAFT-SENSOR-AIRCRAFT-225-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-225
AIRCRAFT-SENSOR-AIRCRAFT-226-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-226
AIRCRAFT-SENSOR-AIRCRAFT-226-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-226
AIRCRAFT-SENSOR-AIRCRAFT-226-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-226
AIRCRAFT-SENSOR-AIRCRAFT-226-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-226
AIRCRAFT-SENSOR-AIRCRAFT-227-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-227
AIRCRAFT-SENSOR-AIRCRAFT-227-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-227
AIRCRAFT-SENSOR-AIRCRAFT-227-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-227
AIRCRAFT-SENSOR-AIRCRAFT-227-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-227
AIRCRAFT-SENSOR-AIRCRAFT-228-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-228
AIRCRAFT-SENSOR-AIRCRAFT-228-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-228
AIRCRAFT-SENSOR-AIRCRAFT-228-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-228
AIRCRAFT-SENSOR-AIRCRAFT-228-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-228
AIRCRAFT-SENSOR-AIRCRAFT-229-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-229
AIRCRAFT-SENSOR-AIRCRAFT-229-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-229
AIRCRAFT-SENSOR-AIRCRAFT-229-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-229
AIRCRAFT-SENSOR-AIRCRAFT-229-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-229
AIRCRAFT-SENSOR-AIRCRAFT-23-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-23
AIRCRAFT-SENSOR-AIRCRAFT-23-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-23
AIRCRAFT-SENSOR-AIRCRAFT-23-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-23
AIRCRAFT-SENSOR-AIRCRAFT-23-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-23
AIRCRAFT-SENSOR-AIRCRAFT-230-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-230
AIRCRAFT-SENSOR-AIRCRAFT-230-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-230
AIRCRAFT-SENSOR-AIRCRAFT-230-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-230
AIRCRAFT-SENSOR-AIRCRAFT-230-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-230
AIRCRAFT-SENSOR-AIRCRAFT-231-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-231
AIRCRAFT-SENSOR-AIRCRAFT-231-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-231
AIRCRAFT-SENSOR-AIRCRAFT-231-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-231
AIRCRAFT-SENSOR-AIRCRAFT-231-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-231
AIRCRAFT-SENSOR-AIRCRAFT-232-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-232
AIRCRAFT-SENSOR-AIRCRAFT-232-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-232
AIRCRAFT-SENSOR-AIRCRAFT-232-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-232
AIRCRAFT-SENSOR-AIRCRAFT-232-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-232
AIRCRAFT-SENSOR-AIRCRAFT-233-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-233
AIRCRAFT-SENSOR-AIRCRAFT-233-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-233
AIRCRAFT-SENSOR-AIRCRAFT-233-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-233
AIRCRAFT-SENSOR-AIRCRAFT-233-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-233
AIRCRAFT-SENSOR-AIRCRAFT-234-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-234
AIRCRAFT-SENSOR-AIRCRAFT-234-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-234
AIRCRAFT-SENSOR-AIRCRAFT-234-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-234
AIRCRAFT-SENSOR-AIRCRAFT-234-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-234
AIRCRAFT-SENSOR-AIRCRAFT-235-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-235
AIRCRAFT-SENSOR-AIRCRAFT-235-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-235
AIRCRAFT-SENSOR-AIRCRAFT-235-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-235
AIRCRAFT-SENSOR-AIRCRAFT-235-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-235
AIRCRAFT-SENSOR-AIRCRAFT-236-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-236
AIRCRAFT-SENSOR-AIRCRAFT-236-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-236
AIRCRAFT-SENSOR-AIRCRAFT-236-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-236
AIRCRAFT-SENSOR-AIRCRAFT-236-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-236
AIRCRAFT-SENSOR-AIRCRAFT-237-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-237
AIRCRAFT-SENSOR-AIRCRAFT-237-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-237
AIRCRAFT-SENSOR-AIRCRAFT-237-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-237
AIRCRAFT-SENSOR-AIRCRAFT-237-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-237
AIRCRAFT-SENSOR-AIRCRAFT-238-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-238
AIRCRAFT-SENSOR-AIRCRAFT-238-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-238
AIRCRAFT-SENSOR-AIRCRAFT-238-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-238
AIRCRAFT-SENSOR-AIRCRAFT-238-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-238
AIRCRAFT-SENSOR-AIRCRAFT-239-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-239
AIRCRAFT-SENSOR-AIRCRAFT-239-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-239
AIRCRAFT-SENSOR-AIRCRAFT-239-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-239
AIRCRAFT-SENSOR-AIRCRAFT-239-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-239
AIRCRAFT-SENSOR-AIRCRAFT-24-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-24
AIRCRAFT-SENSOR-AIRCRAFT-24-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-24
AIRCRAFT-SENSOR-AIRCRAFT-24-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-24
AIRCRAFT-SENSOR-AIRCRAFT-24-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-24
AIRCRAFT-SENSOR-AIRCRAFT-240-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-240
AIRCRAFT-SENSOR-AIRCRAFT-240-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-240
AIRCRAFT-SENSOR-AIRCRAFT-240-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-240
AIRCRAFT-SENSOR-AIRCRAFT-240-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-240
AIRCRAFT-SENSOR-AIRCRAFT-241-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-241
AIRCRAFT-SENSOR-AIRCRAFT-241-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-241
AIRCRAFT-SENSOR-AIRCRAFT-241-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-241
AIRCRAFT-SENSOR-AIRCRAFT-241-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-241
AIRCRAFT-SENSOR-AIRCRAFT-242-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-242
AIRCRAFT-SENSOR-AIRCRAFT-242-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-242
AIRCRAFT-SENSOR-AIRCRAFT-242-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-242
AIRCRAFT-SENSOR-AIRCRAFT-242-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-242
AIRCRAFT-SENSOR-AIRCRAFT-243-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-243
AIRCRAFT-SENSOR-AIRCRAFT-243-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-243
AIRCRAFT-SENSOR-AIRCRAFT-243-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-243
AIRCRAFT-SENSOR-AIRCRAFT-243-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-243
AIRCRAFT-SENSOR-AIRCRAFT-244-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-244
AIRCRAFT-SENSOR-AIRCRAFT-244-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-244
AIRCRAFT-SENSOR-AIRCRAFT-244-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-244
AIRCRAFT-SENSOR-AIRCRAFT-244-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-244
AIRCRAFT-SENSOR-AIRCRAFT-245-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-245
AIRCRAFT-SENSOR-AIRCRAFT-245-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-245
AIRCRAFT-SENSOR-AIRCRAFT-245-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-245
AIRCRAFT-SENSOR-AIRCRAFT-245-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-245
AIRCRAFT-SENSOR-AIRCRAFT-246-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-246
AIRCRAFT-SENSOR-AIRCRAFT-246-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-246
AIRCRAFT-SENSOR-AIRCRAFT-246-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-246
AIRCRAFT-SENSOR-AIRCRAFT-246-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-246
AIRCRAFT-SENSOR-AIRCRAFT-247-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-247
AIRCRAFT-SENSOR-AIRCRAFT-247-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-247
AIRCRAFT-SENSOR-AIRCRAFT-247-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-247
AIRCRAFT-SENSOR-AIRCRAFT-247-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-247
AIRCRAFT-SENSOR-AIRCRAFT-248-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-248
AIRCRAFT-SENSOR-AIRCRAFT-248-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-248
AIRCRAFT-SENSOR-AIRCRAFT-248-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-248
AIRCRAFT-SENSOR-AIRCRAFT-248-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-248
AIRCRAFT-SENSOR-AIRCRAFT-249-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-249
AIRCRAFT-SENSOR-AIRCRAFT-249-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-249
AIRCRAFT-SENSOR-AIRCRAFT-249-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-249
AIRCRAFT-SENSOR-AIRCRAFT-249-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-249
AIRCRAFT-SENSOR-AIRCRAFT-25-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-25
AIRCRAFT-SENSOR-AIRCRAFT-25-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-25
AIRCRAFT-SENSOR-AIRCRAFT-25-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-25
AIRCRAFT-SENSOR-AIRCRAFT-25-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-25
AIRCRAFT-SENSOR-AIRCRAFT-250-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-250
AIRCRAFT-SENSOR-AIRCRAFT-250-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-250
AIRCRAFT-SENSOR-AIRCRAFT-250-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-250
AIRCRAFT-SENSOR-AIRCRAFT-250-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-250
AIRCRAFT-SENSOR-AIRCRAFT-251-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-251
AIRCRAFT-SENSOR-AIRCRAFT-251-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-251
AIRCRAFT-SENSOR-AIRCRAFT-251-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-251
AIRCRAFT-SENSOR-AIRCRAFT-251-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-251
AIRCRAFT-SENSOR-AIRCRAFT-252-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-252
AIRCRAFT-SENSOR-AIRCRAFT-252-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-252
AIRCRAFT-SENSOR-AIRCRAFT-252-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-252
AIRCRAFT-SENSOR-AIRCRAFT-252-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-252
AIRCRAFT-SENSOR-AIRCRAFT-253-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-253
AIRCRAFT-SENSOR-AIRCRAFT-253-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-253
AIRCRAFT-SENSOR-AIRCRAFT-253-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-253
AIRCRAFT-SENSOR-AIRCRAFT-253-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-253
AIRCRAFT-SENSOR-AIRCRAFT-254-Fan-Rotation-Speed,Fan Rotation Speed,rpm,AIRCRAFT-SENSOR-AIRCRAFT-254
AIRCRAFT-SENSOR-AIRCRAFT-254-Oil-Pressure,Oil Pressure,bar,AIRCRAFT-SENSOR-AIRCRAFT-254
AIRCRAFT-SENSOR-AIRCRAFT-254-Oil-Temperature,Oil Temperature,°C,AIRCRAFT-SENSOR-AIRCRAFT-254
AIRCRAFT-SENSOR-AIRCRAFT-254-Vibration,Vibration,mm/s,AIRCRAFT-SENSOR-AIRCRAFT-254
