id,aircraft.id,description,priority,status,createdDate,dueDate
WORK-ORDER-6069,AIRCRAFT-170,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-08-18,2026-08-19
WORK-ORDER-607,AIRCRAFT-308,Repair navigation system components,HIGH,CLOSED,2026-02-05,2026-02-06
WORK-ORDER-6070,AIRCRAFT-433,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-08-18,2026-08-20
WORK-ORDER-6071,AIRCRAFT-433,Fix communication equipment and systems,MEDIUM,CLOSED,2026-08-18,2026-08-21
WORK-ORDER-6072,AIRCRAFT-445,Complete delayed maintenance procedures,LOW,CLOSED,2026-08-18,2026-08-22
WORK-ORDER-6073,AIRCRAFT-92,Fix communication equipment and systems,MEDIUM,CLOSED,2026-02-20,2026-02-24
WORK-ORDER-6074,AIRCRAFT-92,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-02-20,2026-02-23
WORK-ORDER-6075,AIRCRAFT-92,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-02-20,2026-02-23
WORK-ORDER-6076,AIRCRAFT-92,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-02-20,2026-02-24
WORK-ORDER-6077,AIRCRAFT-92,Complete delayed maintenance procedures,LOW,CLOSED,2026-02-20,2026-02-22
WORK-ORDER-6078,AIRCRAFT-475,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-08-18,2026-08-22
WORK-ORDER-6079,AIRCRAFT-17,Complete delayed maintenance procedures,LOW,CLOSED,2026-08-18,2026-08-21
WORK-ORDER-608,AIRCRAFT-308,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-02-05,2026-02-09
WORK-ORDER-6080,AIRCRAFT-17,Repair navigation system components,HIGH,CLOSED,2026-08-18,2026-08-23
WORK-ORDER-6081,AIRCRAFT-462,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-08-18,2026-08-19
WORK-ORDER-6082,AIRCRAFT-462,Complete delayed maintenance procedures,LOW,CLOSED,2026-08-18,2026-08-23
WORK-ORDER-6083,AIRCRAFT-462,Repair navigation system components,HIGH,CLOSED,2026-08-18,2026-08-20
WORK-ORDER-6084,AIRCRAFT-417,Fix communication equipment and systems,MEDIUM,CLOSED,2026-08-18,2026-08-22
WORK-ORDER-6085,AIRCRAFT-59,Complete delayed maintenance procedures,LOW,CLOSED,2026-08-19,2026-08-23
WORK-ORDER-6086,AIRCRAFT-59,Perform engine inspection and maintenance,HIGH,CLOSED,2026-08-19,2026-08-20
WORK-ORDER-6087,AIRCRAFT-59,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-08-19,2026-08-24
WORK-ORDER-6088,AIRCRAFT-59,Repair navigation system components,HIGH,CLOSED,2026-08-19,2026-08-20
WORK-ORDER-6089,AIRCRAFT-28,Repair navigation system components,HIGH,CLOSED,2026-08-19,2026-08-21
WORK-ORDER-609,AIRCRAFT-368,Perform engine inspection and maintenance,HIGH,CLOSED,2026-04-19,2026-04-22
WORK-ORDER-6090,AIRCRAFT-28,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-08-19,2026-08-24
WORK-ORDER-6091,AIRCRAFT-404,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-08-19,2026-08-24
WORK-ORDER-6092,AIRCRAFT-404,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-08-19,2026-08-21
WORK-ORDER-6093,AIRCRAFT-404,Fix communication equipment and systems,MEDIUM,CLOSED,2026-08-19,2026-08-23
WORK-ORDER-6094,AIRCRAFT-405,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-08-19,2026-08-23
WORK-ORDER-6095,AIRCRAFT-109,Complete delayed maintenance procedures,LOW,CLOSED,2026-08-19,2026-08-22
WORK-ORDER-6096,AIRCRAFT-109,Fix communication equipment and systems,MEDIUM,CLOSED,2026-08-19,2026-08-23
WORK-ORDER-6097,AIRCRAFT-109,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-08-19,2026-08-20
WORK-ORDER-6098,AIRCRAFT-161,Repair navigation system components,HIGH,CLOSED,2026-02-01,2026-02-03
WORK-ORDER-6099,AIRCRAFT-145,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-02-21,2026-02-25
WORK-ORDER-61,AIRCRAFT-170,Repair navigation system components,HIGH,CLOSED,2026-04-07,2026-04-09
WORK-ORDER-610,AIRCRAFT-368,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-04-19,2026-04-23
WORK-ORDER-6100,AIRCRAFT-145,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-02-21,2026-02-26
WORK-ORDER-6101,AIRCRAFT-145,Fix communication equipment and systems,MEDIUM,CLOSED,2026-02-21,2026-02-23
WORK-ORDER-6102,AIRCRAFT-354,Conduct security inspection and clearance,HIGH,CLOSED,2026-08-19,2026-08-23
WORK-ORDER-6103,AIRCRAFT-354,Complete delayed maintenance procedures,LOW,CLOSED,2026-08-19,2026-08-20
WORK-ORDER-6104,AIRCRAFT-354,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-08-19,2026-08-22
WORK-ORDER-6105,AIRCRAFT-354,Repair navigation system components,HIGH,CLOSED,2026-08-19,2026-08-22
WORK-ORDER-6106,AIRCRAFT-354,Perform engine inspection and maintenance,HIGH,CLOSED,2026-08-19,2026-08-21
WORK-ORDER-6107,AIRCRAFT-111,Perform engine inspection and maintenance,HIGH,CLOSED,2026-08-19,2026-08-20
WORK-ORDER-6108,AIRCRAFT-111,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-08-19,2026-08-20
WORK-ORDER-6109,AIRCRAFT-111,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-08-19,2026-08-20
WORK-ORDER-611,AIRCRAFT-368,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-04-19,2026-04-21
WORK-ORDER-6110,AIRCRAFT-159,Repair navigation system components,HIGH,CLOSED,2026-08-19,2026-08-23
WORK-ORDER-6111,AIRCRAFT-159,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-08-19,2026-08-22
WORK-ORDER-6112,AIRCRAFT-159,Fix communication equipment and systems,MEDIUM,CLOSED,2026-08-19,2026-08-20
WORK-ORDER-6113,AIRCRAFT-159,Perform engine inspection and maintenance,HIGH,CLOSED,2026-08-19,2026-08-24
WORK-ORDER-6114,AIRCRAFT-159,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-08-19,2026-08-23
WORK-ORDER-6115,AIRCRAFT-450,Perform engine inspection and maintenance,HIGH,CLOSED,2026-08-19,2026-08-24
WORK-ORDER-6116,AIRCRAFT-450,Repair navigation system components,HIGH,CLOSED,2026-08-19,2026-08-24
WORK-ORDER-6117,AIRCRAFT-13,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-08-19,2026-08-21
WORK-ORDER-6118,AIRCRAFT-13,Fix communication equipment and systems,MEDIUM,CLOSED,2026-08-19,2026-08-23
WORK-ORDER-6119,AIRCRAFT-13,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-08-19,2026-08-24
WORK-ORDER-612,AIRCRAFT-368,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-04-19,2026-04-23
WORK-ORDER-6120,AIRCRAFT-13,Conduct security inspection and clearance,HIGH,CLOSED,2026-08-19,2026-08-23
WORK-ORDER-6121,AIRCRAFT-304,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-08-19,2026-08-20
WORK-ORDER-6122,AIRCRAFT-304,Repair navigation system components,HIGH,CLOSED,2026-08-19,2026-08-21
WORK-ORDER-6123,AIRCRAFT-304,Complete delayed maintenance procedures,LOW,CLOSED,2026-08-19,2026-08-22
WORK-ORDER-6124,AIRCRAFT-322,Conduct security inspection and clearance,HIGH,CLOSED,2026-02-21,2026-02-26
WORK-ORDER-6125,AIRCRAFT-322,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-02-21,2026-02-23
WORK-ORDER-6126,AIRCRAFT-322,Perform engine inspection and maintenance,HIGH,CLOSED,2026-02-21,2026-02-23
WORK-ORDER-6127,AIRCRAFT-322,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-02-21,2026-02-23
WORK-ORDER-6128,AIRCRAFT-53,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-08-19,2026-08-21
WORK-ORDER-6129,AIRCRAFT-53,Complete delayed maintenance procedures,LOW,CLOSED,2026-08-19,2026-08-20
WORK-ORDER-613,AIRCRAFT-283,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-04-19,2026-04-21
WORK-ORDER-6130,AIRCRAFT-372,Fix communication equipment and systems,MEDIUM,CLOSED,2026-08-19,2026-08-23
WORK-ORDER-6131,AIRCRAFT-243,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-08-19,2026-08-22
WORK-ORDER-6132,AIRCRAFT-243,Perform engine inspection and maintenance,HIGH,CLOSED,2026-08-19,2026-08-22
WORK-ORDER-6133,AIRCRAFT-243,Conduct security inspection and clearance,HIGH,CLOSED,2026-08-19,2026-08-23
WORK-ORDER-6134,AIRCRAFT-243,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-08-19,2026-08-22
WORK-ORDER-6135,AIRCRAFT-499,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-08-19,2026-08-21
WORK-ORDER-6136,AIRCRAFT-499,Conduct security inspection and clearance,HIGH,CLOSED,2026-08-19,2026-08-20
WORK-ORDER-6137,AIRCRAFT-499,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-08-19,2026-08-21
WORK-ORDER-6138,AIRCRAFT-499,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-08-19,2026-08-21
WORK-ORDER-6139,AIRCRAFT-68,Perform engine inspection and maintenance,HIGH,CLOSED,2026-08-19,2026-08-20
WORK-ORDER-614,AIRCRAFT-283,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-04-19,2026-04-24
WORK-ORDER-6140,AIRCRAFT-77,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-08-19,2026-08-24
WORK-ORDER-6141,AIRCRAFT-237,Conduct security inspection and clearance,HIGH,CLOSED,2026-02-21,2026-02-24
WORK-ORDER-6142,AIRCRAFT-237,Perform engine inspection and maintenance,HIGH,CLOSED,2026-02-21,2026-02-22
WORK-ORDER-6143,AIRCRAFT-237,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-02-21,2026-02-25
WORK-ORDER-6144,AIRCRAFT-237,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-02-21,2026-02-25
WORK-ORDER-6145,AIRCRAFT-237,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-02-21,2026-02-25
WORK-ORDER-6146,AIRCRAFT-146,Repair navigation system components,HIGH,CLOSED,2026-08-19,2026-08-24
WORK-ORDER-6147,AIRCRAFT-146,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-08-19,2026-08-20
WORK-ORDER-6148,AIRCRAFT-146,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-08-19,2026-08-24
WORK-ORDER-6149,AIRCRAFT-409,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-08-19,2026-08-23
WORK-ORDER-615,AIRCRAFT-283,Fix communication equipment and systems,MEDIUM,CLOSED,2026-04-19,2026-04-24
WORK-ORDER-6150,AIRCRAFT-128,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-08-19,2026-08-21
WORK-ORDER-6151,AIRCRAFT-128,Perform engine inspection and maintenance,HIGH,CLOSED,2026-08-19,2026-08-21
WORK-ORDER-6152,AIRCRAFT-128,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-08-19,2026-08-24
WORK-ORDER-6153,AIRCRAFT-128,Complete delayed maintenance procedures,LOW,CLOSED,2026-08-19,2026-08-23
WORK-ORDER-6154,AIRCRAFT-128,Repair navigation system components,HIGH,CLOSED,2026-08-19,2026-08-23
WORK-ORDER-6155,AIRCRAFT-459,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-08-20,2026-08-24
WORK-ORDER-6156,AIRCRAFT-459,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-08-20,2026-08-24
WORK-ORDER-6157,AIRCRAFT-33,Perform engine inspection and maintenance,HIGH,CLOSED,2026-08-20,2026-08-21
WORK-ORDER-6158,AIRCRAFT-33,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-08-20,2026-08-25
WORK-ORDER-6159,AIRCRAFT-33,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-08-20,2026-08-25
WORK-ORDER-616,AIRCRAFT-445,Fix communication equipment and systems,MEDIUM,CLOSED,2026-04-19,2026-04-20
WORK-ORDER-6160,AIRCRAFT-33,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-08-20,2026-08-21
WORK-ORDER-6161,AIRCRAFT-369,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-08-20,2026-08-22
WORK-ORDER-6162,AIRCRAFT-369,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-08-20,2026-08-25
WORK-ORDER-6163,AIRCRAFT-369,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-08-20,2026-08-23
WORK-ORDER-6164,AIRCRAFT-369,Repair navigation system components,HIGH,CLOSED,2026-08-20,2026-08-25
WORK-ORDER-6165,AIRCRAFT-242,Repair navigation system components,HIGH,CLOSED,2026-08-20,2026-08-25
WORK-ORDER-6166,AIRCRAFT-242,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-08-20,2026-08-22
WORK-ORDER-6167,AIRCRAFT-413,Complete delayed maintenance procedures,LOW,CLOSED,2026-08-20,2026-08-21
WORK-ORDER-6168,AIRCRAFT-413,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-08-20,2026-08-22
WORK-ORDER-6169,AIRCRAFT-413,Conduct security inspection and clearance,HIGH,CLOSED,2026-08-20,2026-08-22
WORK-ORDER-617,AIRCRAFT-445,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-04-19,2026-04-23
WORK-ORDER-6170,AIRCRAFT-413,Repair navigation system components,HIGH,CLOSED,2026-08-20,2026-08-21
WORK-ORDER-6171,AIRCRAFT-413,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-08-20,2026-08-23
WORK-ORDER-6172,AIRCRAFT-290,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-02-21,2026-02-22
WORK-ORDER-6173,AIRCRAFT-290,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-02-21,2026-02-23
WORK-ORDER-6174,AIRCRAFT-290,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-02-21,2026-02-22
WORK-ORDER-6175,AIRCRAFT-290,Perform engine inspection and maintenance,HIGH,CLOSED,2026-02-21,2026-02-26
WORK-ORDER-6176,AIRCRAFT-290,Complete delayed maintenance procedures,LOW,CLOSED,2026-02-21,2026-02-26
WORK-ORDER-6177,AIRCRAFT-275,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-08-20,2026-08-23
WORK-ORDER-6178,AIRCRAFT-275,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-08-20,2026-08-23
WORK-ORDER-6179,AIRCRAFT-281,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-08-20,2026-08-21
WORK-ORDER-618,AIRCRAFT-445,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-04-19,2026-04-24
WORK-ORDER-6180,AIRCRAFT-281,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-08-20,2026-08-21
WORK-ORDER-6181,AIRCRAFT-281,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-08-20,2026-08-21
WORK-ORDER-6182,AIRCRAFT-416,Repair navigation system components,HIGH,CLOSED,2026-08-20,2026-08-24
WORK-ORDER-6183,AIRCRAFT-50,Repair navigation system components,HIGH,CLOSED,2026-08-20,2026-08-22
WORK-ORDER-6184,AIRCRAFT-50,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-08-20,2026-08-22
WORK-ORDER-6185,AIRCRAFT-257,Complete delayed maintenance procedures,LOW,CLOSED,2026-08-20,2026-08-23
WORK-ORDER-6186,AIRCRAFT-257,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-08-20,2026-08-25
WORK-ORDER-6187,AIRCRAFT-257,Conduct security inspection and clearance,HIGH,CLOSED,2026-08-20,2026-08-25
WORK-ORDER-6188,AIRCRAFT-192,Perform engine inspection and maintenance,HIGH,CLOSED,2026-08-20,2026-08-25
WORK-ORDER-6189,AIRCRAFT-192,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-08-20,2026-08-25
WORK-ORDER-619,AIRCRAFT-445,Repair navigation system components,HIGH,CLOSED,2026-04-19,2026-04-24
WORK-ORDER-6190,AIRCRAFT-192,Repair navigation system components,HIGH,CLOSED,2026-08-20,2026-08-22
WORK-ORDER-6191,AIRCRAFT-192,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-08-20,2026-08-24
WORK-ORDER-6192,AIRCRAFT-263,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-08-20,2026-08-25
WORK-ORDER-6193,AIRCRAFT-263,Repair navigation system components,HIGH,CLOSED,2026-08-20,2026-08-23
WORK-ORDER-6194,AIRCRAFT-32,Complete delayed maintenance procedures,LOW,CLOSED,2026-08-20,2026-08-21
WORK-ORDER-6195,AIRCRAFT-32,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-08-20,2026-08-21
WORK-ORDER-6196,AIRCRAFT-32,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-08-20,2026-08-23
WORK-ORDER-6197,AIRCRAFT-355,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-08-20,2026-08-23
WORK-ORDER-6198,AIRCRAFT-355,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-08-20,2026-08-23
WORK-ORDER-6199,AIRCRAFT-355,Complete delayed maintenance procedures,LOW,CLOSED,2026-08-20,2026-08-24
WORK-ORDER-62,AIRCRAFT-188,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-04-07,2026-04-08
WORK-ORDER-620,AIRCRAFT-340,Perform engine inspection and maintenance,HIGH,CLOSED,2026-04-19,2026-04-20
WORK-ORDER-6200,AIRCRAFT-46,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-02-21,2026-02-22
WORK-ORDER-6201,AIRCRAFT-46,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-02-21,2026-02-25
WORK-ORDER-6202,AIRCRAFT-46,Fix communication equipment and systems,MEDIUM,CLOSED,2026-02-21,2026-02-26
WORK-ORDER-6203,AIRCRAFT-46,Conduct security inspection and clearance,HIGH,CLOSED,2026-02-21,2026-02-22
WORK-ORDER-6204,AIRCRAFT-370,Fix communication equipment and systems,MEDIUM,CLOSED,2026-08-20,2026-08-23
WORK-ORDER-6205,AIRCRAFT-407,Complete delayed maintenance procedures,LOW,CLOSED,2026-08-20,2026-08-24
WORK-ORDER-6206,AIRCRAFT-407,Conduct security inspection and clearance,HIGH,CLOSED,2026-08-20,2026-08-22
WORK-ORDER-6207,AIRCRAFT-407,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-08-20,2026-08-21
WORK-ORDER-6208,AIRCRAFT-298,Conduct security inspection and clearance,HIGH,CLOSED,2026-08-20,2026-08-23
WORK-ORDER-6209,AIRCRAFT-298,Fix communication equipment and systems,MEDIUM,CLOSED,2026-08-20,2026-08-23
WORK-ORDER-621,AIRCRAFT-66,Complete delayed maintenance procedures,LOW,CLOSED,2026-04-20,2026-04-21
WORK-ORDER-6210,AIRCRAFT-298,Complete delayed maintenance procedures,LOW,CLOSED,2026-08-20,2026-08-25
WORK-ORDER-6211,AIRCRAFT-298,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-08-20,2026-08-24
WORK-ORDER-6212,AIRCRAFT-134,Fix communication equipment and systems,MEDIUM,CLOSED,2026-08-20,2026-08-25
WORK-ORDER-6213,AIRCRAFT-134,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-08-20,2026-08-22
WORK-ORDER-6214,AIRCRAFT-134,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-08-20,2026-08-22
WORK-ORDER-6215,AIRCRAFT-134,Conduct security inspection and clearance,HIGH,CLOSED,2026-08-20,2026-08-25
WORK-ORDER-6216,AIRCRAFT-61,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-08-20,2026-08-21
WORK-ORDER-6217,AIRCRAFT-21,Perform engine inspection and maintenance,HIGH,CLOSED,2026-08-20,2026-08-21
WORK-ORDER-6218,AIRCRAFT-376,Complete delayed maintenance procedures,LOW,CLOSED,2026-08-20,2026-08-25
WORK-ORDER-6219,AIRCRAFT-376,Conduct security inspection and clearance,HIGH,CLOSED,2026-08-20,2026-08-25
WORK-ORDER-622,AIRCRAFT-66,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-04-20,2026-04-24
WORK-ORDER-6220,AIRCRAFT-229,Repair navigation system components,HIGH,CLOSED,2026-02-21,2026-02-22
WORK-ORDER-6221,AIRCRAFT-229,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-02-21,2026-02-25
WORK-ORDER-6222,AIRCRAFT-334,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-08-20,2026-08-25
WORK-ORDER-6223,AIRCRAFT-434,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-08-21,2026-08-24
WORK-ORDER-6224,AIRCRAFT-434,Repair navigation system components,HIGH,CLOSED,2026-08-21,2026-08-25
WORK-ORDER-6225,AIRCRAFT-497,Complete delayed maintenance procedures,LOW,CLOSED,2026-08-21,2026-08-26
WORK-ORDER-6226,AIRCRAFT-497,Repair navigation system components,HIGH,CLOSED,2026-08-21,2026-08-24
WORK-ORDER-6227,AIRCRAFT-440,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-08-21,2026-08-24
WORK-ORDER-6228,AIRCRAFT-440,Conduct security inspection and clearance,HIGH,CLOSED,2026-08-21,2026-08-26
WORK-ORDER-6229,AIRCRAFT-440,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-08-21,2026-08-26
WORK-ORDER-623,AIRCRAFT-66,Repair navigation system components,HIGH,CLOSED,2026-04-20,2026-04-22
WORK-ORDER-6230,AIRCRAFT-440,Fix communication equipment and systems,MEDIUM,CLOSED,2026-08-21,2026-08-26
WORK-ORDER-6231,AIRCRAFT-139,Perform engine inspection and maintenance,HIGH,CLOSED,2026-08-21,2026-08-24
WORK-ORDER-6232,AIRCRAFT-161,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-08-21,2026-08-23
WORK-ORDER-6233,AIRCRAFT-161,Repair navigation system components,HIGH,CLOSED,2026-08-21,2026-08-26
WORK-ORDER-6234,AIRCRAFT-161,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-08-21,2026-08-26
WORK-ORDER-6235,AIRCRAFT-161,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-08-21,2026-08-25
WORK-ORDER-6236,AIRCRAFT-161,Fix communication equipment and systems,MEDIUM,CLOSED,2026-08-21,2026-08-26
WORK-ORDER-6237,AIRCRAFT-126,Conduct security inspection and clearance,HIGH,CLOSED,2026-08-21,2026-08-25
WORK-ORDER-6238,AIRCRAFT-126,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-08-21,2026-08-25
WORK-ORDER-6239,AIRCRAFT-126,Complete delayed maintenance procedures,LOW,CLOSED,2026-08-21,2026-08-23
WORK-ORDER-624,AIRCRAFT-66,Fix communication equipment and systems,MEDIUM,CLOSED,2026-04-20,2026-04-24
WORK-ORDER-6240,AIRCRAFT-126,Perform engine inspection and maintenance,HIGH,CLOSED,2026-08-21,2026-08-26
WORK-ORDER-6241,AIRCRAFT-126,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-08-21,2026-08-23
WORK-ORDER-6242,AIRCRAFT-187,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-08-21,2026-08-24
